date,product_id,product_name,item_name,brand,category,price,quantity,revenue
2023-11-16,4,E-Liquid,Mint Ice,CoolCloud,Liquids,18,1,18
2023-08-04,1,Vape Pen,Vapex Slim Pen,Vapex,Devices,35,3,105
2023-01-19,9,Coals,CocoNara Coals 1kg,CocoNara,Accessories,10,1,10
2023-07-02,9,Coals,CocoNara Coals 1kg,CocoNara,Accessories,10,4,40
2023-01-14,2,Vape Pen,AirVibe Max,AirVibe,Devices,40,1,40
2023-05-23,12,Ashtray,SmokeMate Steel Ashtray,SmokeMate,Accessories,8,2,16
2023-06-28,11,CBD Gummies,ChillZone 500mg Gummies,ChillZone,Consumables,25,2,50
2023-05-07,10,Coals,Three Kings Quicklight,Three Kings,Accessories,9,2,18
2023-05-15,4,E-Liquid,Mint Ice,CoolCloud,Liquids,18,1,18
2023-03-30,10,Coals,Three Kings Quicklight,Three Kings,Accessories,9,2,18
2023-08-10,8,Hookah,Fumari Mini Hookah,Fumari,Devices,50,1,50
2023-08-17,1,Vape Pen,Vapex Slim Pen,Vapex,Devices,35,5,175
2023-07-02,11,CBD Gummies,ChillZone 500mg Gummies,ChillZone,Consumables,25,4,100
2023-09-07,10,Coals,Three Kings Quicklight,Three Kings,Accessories,9,4,36
2023-01-15,7,Grinder,SharpStone 4-Piece,SharpStone,Accessories,20,1,20
2023-04-03,12,Ashtray,SmokeMate Steel Ashtray,SmokeMate,Accessories,8,1,8
2023-09-12,10,Coals,Three Kings Quicklight,Three Kings,Accessories,9,3,27
2023-02-11,1,Vape Pen,Vapex Slim Pen,Vapex,Devices,35,1,35
2023-01-07,3,E-Liquid,Mango Burst,JuicyMist,Liquids,15,3,45
2023-10-21,2,Vape Pen,AirVibe Max,AirVibe,Devices,40,1,40
2023-10-22,4,E-Liquid,Mint Ice,CoolCloud,Liquids,18,1,18
2023-03-20,9,Coals,CocoNara Coals 1kg,CocoNara,Accessories,10,3,30
2023-08-27,4,E-Liquid,Mint Ice,CoolCloud,Liquids,18,2,36
2023-07-22,10,Coals,Three Kings Quicklight,Three Kings,Accessories,9,3,27
2023-10-05,12,Ashtray,SmokeMate Steel Ashtray,SmokeMate,Accessories,8,2,16
2023-09-01,10,Coals,Three Kings Quicklight,Three Kings,Accessories,9,1,9
2023-08-06,2,Vape Pen,AirVibe Max,AirVibe,Devices,40,2,80
2023-04-29,2,Vape Pen,AirVibe Max,AirVibe,Devices,40,1,40
2023-06-10,11,CBD Gummies,ChillZone 500mg Gummies,ChillZone,Consumables,25,1,25
2023-10-06,1,Vape Pen,Vapex Slim Pen,Vapex,Devices,35,3,105
2023-10-17,10,Coals,Three Kings Quicklight,Three Kings,Accessories,9,6,54
2023-06-01,7,Grinder,SharpStone 4-Piece,SharpStone,Accessories,20,1,20
2023-08-24,6,Rolling Papers,Zig-Zag Ultra Thin,Zig-Zag,Accessories,4,2,8
2023-02-09,8,Hookah,Fumari Mini Hookah,Fumari,Devices,50,5,250
2023-06-08,6,Rolling Papers,Zig-Zag Ultra Thin,Zig-Zag,Accessories,4,2,8
2023-10-19,8,Hookah,Fumari Mini Hookah,Fumari,Devices,50,1,50
2023-12-05,6,Rolling Papers,Zig-Zag Ultra Thin,Zig-Zag,Accessories,4,4,16
2023-05-06,2,Vape Pen,AirVibe Max,AirVibe,Devices,40,1,40
2023-08-24,9,Coals,CocoNara Coals 1kg,CocoNara,Accessories,10,1,10
2023-05-15,9,Coals,CocoNara Coals 1kg,CocoNara,Accessories,10,1,10
2023-12-30,1,Vape Pen,Vapex Slim Pen,Vapex,Devices,35,1,35
2023-11-22,6,Rolling Papers,Zig-Zag Ultra Thin,Zig-Zag,Accessories,4,3,12
2023-12-16,2,Vape Pen,AirVibe Max,AirVibe,Devices,40,3,120
2023-11-17,10,Coals,Three Kings Quicklight,Three Kings,Accessories,9,2,18
2023-04-04,12,Ashtray,SmokeMate Steel Ashtray,SmokeMate,Accessories,8,1,8
2023-07-25,11,CBD Gummies,ChillZone 500mg Gummies,ChillZone,Consumables,25,2,50
2023-10-24,3,E-Liquid,Mango Burst,JuicyMist,Liquids,15,1,15
2023-01-23,2,Vape Pen,AirVibe Max,AirVibe,Devices,40,3,120
2023-10-30,12,Ashtray,SmokeMate Steel Ashtray,SmokeMate,Accessories,8,1,8
2023-04-04,6,Rolling Papers,Zig-Zag Ultra Thin,Zig-Zag,Accessories,4,1,4
2023-06-15,8,Hookah,Fumari Mini Hookah,Fumari,Devices,50,3,150
2023-06-23,6,Rolling Papers,Zig-Zag Ultra Thin,Zig-Zag,Accessories,4,4,16
2023-08-03,5,Rolling Papers,RAW Classic 1 1/4,RAW,Accessories,5,1,5
2023-11-12,2,Vape Pen,AirVibe Max,AirVibe,Devices,40,2,80
2023-05-01,4,E-Liquid,Mint Ice,CoolCloud,Liquids,18,1,18
2023-10-28,10,Coals,Three Kings Quicklight,Three Kings,Accessories,9,1,9
2023-05-15,10,Coals,Three Kings Quicklight,Three Kings,Accessories,9,2,18
2023-02-04,6,Rolling Papers,Zig-Zag Ultra Thin,Zig-Zag,Accessories,4,1,4
2023-11-19,5,Rolling Papers,RAW Classic 1 1/4,RAW,Accessories,5,4,20
2023-12-31,4,E-Liquid,Mint Ice,CoolCloud,Liquids,18,3,54
2023-08-27,6,Rolling Papers,Zig-Zag Ultra Thin,Zig-Zag,Accessories,4,3,12
2023-07-10,6,Rolling Papers,Zig-Zag Ultra Thin,Zig-Zag,Accessories,4,3,12
2023-05-11,7,Grinder,SharpStone 4-Piece,SharpStone,Accessories,20,4,80
2023-07-05,10,Coals,Three Kings Quicklight,Three Kings,Accessories,9,1,9
2023-01-08,1,Vape Pen,Vapex Slim Pen,Vapex,Devices,35,3,105
2023-07-01,1,Vape Pen,Vapex Slim Pen,Vapex,Devices,35,3,105
2023-12-02,5,Rolling Papers,RAW Classic 1 1/4,RAW,Accessories,5,3,15
2023-09-05,4,E-Liquid,Mint Ice,CoolCloud,Liquids,18,4,72
2023-10-19,3,E-Liquid,Mango Burst,JuicyMist,Liquids,15,1,15
2023-09-11,11,CBD Gummies,ChillZone 500mg Gummies,ChillZone,Consumables,25,1,25
2023-10-14,8,Hookah,Fumari Mini Hookah,Fumari,Devices,50,1,50
2023-10-30,11,CBD Gummies,ChillZone 500mg Gummies,ChillZone,Consumables,25,6,150
2023-07-06,4,E-Liquid,Mint Ice,CoolCloud,Liquids,18,1,18
2023-11-15,2,Vape Pen,AirVibe Max,AirVibe,Devices,40,1,40
2023-04-09,11,CBD Gummies,ChillZone 500mg Gummies,ChillZone,Consumables,25,3,75
2023-08-07,3,E-Liquid,Mango Burst,JuicyMist,Liquids,15,1,15
2023-12-16,9,Coals,CocoNara Coals 1kg,CocoNara,Accessories,10,2,20
2023-01-09,2,Vape Pen,AirVibe Max,AirVibe,Devices,40,1,40
2023-10-16,1,Vape Pen,Vapex Slim Pen,Vapex,Devices,35,1,35
2023-02-26,3,E-Liquid,Mango Burst,JuicyMist,Liquids,15,2,30
2023-09-27,4,E-Liquid,Mint Ice,CoolCloud,Liquids,18,2,36
2023-06-23,10,Coals,Three Kings Quicklight,Three Kings,Accessories,9,2,18
2023-06-05,9,Coals,CocoNara Coals 1kg,CocoNara,Accessories,10,2,20
2023-08-15,12,Ashtray,SmokeMate Steel Ashtray,SmokeMate,Accessories,8,2,16
2023-10-07,8,Hookah,Fumari Mini Hookah,Fumari,Devices,50,2,100
2023-06-04,8,Hookah,Fumari Mini Hookah,Fumari,Devices,50,4,200
2023-03-14,2,Vape Pen,AirVibe Max,AirVibe,Devices,40,1,40
2023-07-04,10,Coals,Three Kings Quicklight,Three Kings,Accessories,9,1,9
2023-09-09,12,Ashtray,SmokeMate Steel Ashtray,SmokeMate,Accessories,8,2,16
2023-09-19,1,Vape Pen,Vapex Slim Pen,Vapex,Devices,35,2,70
2023-02-03,7,Grinder,SharpStone 4-Piece,SharpStone,Accessories,20,3,60
2023-07-17,3,E-Liquid,Mango Burst,JuicyMist,Liquids,15,2,30
2023-11-14,12,Ashtray,SmokeMate Steel Ashtray,SmokeMate,Accessories,8,1,8
2023-04-19,5,Rolling Papers,RAW Classic 1 1/4,RAW,Accessories,5,3,15
2023-11-15,12,Ashtray,SmokeMate Steel Ashtray,SmokeMate,Accessories,8,5,40
2023-11-28,1,Vape Pen,Vapex Slim Pen,Vapex,Devices,35,2,70
2023-09-02,6,Rolling Papers,Zig-Zag Ultra Thin,Zig-Zag,Accessories,4,3,12
2023-02-21,5,Rolling Papers,RAW Classic 1 1/4,RAW,Accessories,5,1,5
2023-04-03,6,Rolling Papers,Zig-Zag Ultra Thin,Zig-Zag,Accessories,4,4,16
2023-07-01,9,Coals,CocoNara Coals 1kg,CocoNara,Accessories,10,3,30
2023-02-10,1,Vape Pen,Vapex Slim Pen,Vapex,Devices,35,2,70
2023-12-26,12,Ashtray,SmokeMate Steel Ashtray,SmokeMate,Accessories,8,3,24
2023-08-22,10,Coals,Three Kings Quicklight,Three Kings,Accessories,9,2,18
2023-08-10,4,E-Liquid,Mint Ice,CoolCloud,Liquids,18,1,18
2023-02-13,5,Rolling Papers,RAW Classic 1 1/4,RAW,Accessories,5,1,5
2023-06-12,5,Rolling Papers,RAW Classic 1 1/4,RAW,Accessories,5,3,15
2023-07-05,10,Coals,Three Kings Quicklight,Three Kings,Accessories,9,4,36
2023-12-18,11,CBD Gummies,ChillZone 500mg Gummies,ChillZone,Consumables,25,5,125
2023-08-26,7,Grinder,SharpStone 4-Piece,SharpStone,Accessories,20,3,60
2023-06-20,9,Coals,CocoNara Coals 1kg,CocoNara,Accessories,10,2,20
2023-12-16,12,Ashtray,SmokeMate Steel Ashtray,SmokeMate,Accessories,8,1,8
2023-07-12,11,CBD Gummies,ChillZone 500mg Gummies,ChillZone,Consumables,25,3,75
2023-01-06,2,Vape Pen,AirVibe Max,AirVibe,Devices,40,3,120
2023-11-20,8,Hookah,Fumari Mini Hookah,Fumari,Devices,50,3,150
2023-03-14,2,Vape Pen,AirVibe Max,AirVibe,Devices,40,1,40
2023-10-23,8,Hookah,Fumari Mini Hookah,Fumari,Devices,50,2,100
2023-06-08,10,Coals,Three Kings Quicklight,Three Kings,Accessories,9,3,27
2023-06-02,10,Coals,Three Kings Quicklight,Three Kings,Accessories,9,1,9
2023-02-04,4,E-Liquid,Mint Ice,CoolCloud,Liquids,18,4,72
2023-03-22,5,Rolling Papers,RAW Classic 1 1/4,RAW,Accessories,5,2,10
2023-12-02,7,Grinder,SharpStone 4-Piece,SharpStone,Accessories,20,2,40
2023-09-19,10,Coals,Three Kings Quicklight,Three Kings,Accessories,9,2,18
2023-12-23,12,Ashtray,SmokeMate Steel Ashtray,SmokeMate,Accessories,8,1,8
2023-01-15,1,Vape Pen,Vapex Slim Pen,Vapex,Devices,35,2,70
2023-01-21,4,E-Liquid,Mint Ice,CoolCloud,Liquids,18,1,18
2023-11-04,10,Coals,Three Kings Quicklight,Three Kings,Accessories,9,5,45
2023-10-11,12,Ashtray,SmokeMate Steel Ashtray,SmokeMate,Accessories,8,3,24
2023-12-15,1,Vape Pen,Vapex Slim Pen,Vapex,Devices,35,1,35
2023-01-07,6,Rolling Papers,Zig-Zag Ultra Thin,Zig-Zag,Accessories,4,2,8
2023-03-16,12,Ashtray,SmokeMate Steel Ashtray,SmokeMate,Accessories,8,3,24
2023-07-31,1,Vape Pen,Vapex Slim Pen,Vapex,Devices,35,3,105
2023-06-05,1,Vape Pen,Vapex Slim Pen,Vapex,Devices,35,5,175
2023-06-17,10,Coals,Three Kings Quicklight,Three Kings,Accessories,9,1,9
2023-09-14,5,Rolling Papers,RAW Classic 1 1/4,RAW,Accessories,5,1,5
2023-05-31,1,Vape Pen,Vapex Slim Pen,Vapex,Devices,35,1,35
2023-12-20,1,Vape Pen,Vapex Slim Pen,Vapex,Devices,35,4,140
2023-12-01,4,E-Liquid,Mint Ice,CoolCloud,Liquids,18,1,18
2023-07-02,4,E-Liquid,Mint Ice,CoolCloud,Liquids,18,1,18
2023-05-14,3,E-Liquid,Mango Burst,JuicyMist,Liquids,15,1,15
2023-04-03,11,CBD Gummies,ChillZone 500mg Gummies,ChillZone,Consumables,25,2,50
2023-01-29,12,Ashtray,SmokeMate Steel Ashtray,SmokeMate,Accessories,8,1,8
2023-02-11,3,E-Liquid,Mango Burst,JuicyMist,Liquids,15,3,45
2023-12-30,7,Grinder,SharpStone 4-Piece,SharpStone,Accessories,20,4,80
2023-06-22,9,Coals,CocoNara Coals 1kg,CocoNara,Accessories,10,2,20
2023-06-12,4,E-Liquid,Mint Ice,CoolCloud,Liquids,18,3,54
2023-08-23,12,Ashtray,SmokeMate Steel Ashtray,SmokeMate,Accessories,8,2,16
2023-07-07,1,Vape Pen,Vapex Slim Pen,Vapex,Devices,35,2,70
2023-06-24,9,Coals,CocoNara Coals 1kg,CocoNara,Accessories,10,2,20
2023-04-10,5,Rolling Papers,RAW Classic 1 1/4,RAW,Accessories,5,2,10
2023-02-25,3,E-Liquid,Mango Burst,JuicyMist,Liquids,15,4,60
2023-04-10,10,Coals,Three Kings Quicklight,Three Kings,Accessories,9,1,9
2023-08-22,7,Grinder,SharpStone 4-Piece,SharpStone,Accessories,20,1,20
2023-12-22,6,Rolling Papers,Zig-Zag Ultra Thin,Zig-Zag,Accessories,4,1,4
2023-03-28,6,Rolling Papers,Zig-Zag Ultra Thin,Zig-Zag,Accessories,4,5,20
2023-10-03,2,Vape Pen,AirVibe Max,AirVibe,Devices,40,4,160
2023-08-14,11,CBD Gummies,ChillZone 500mg Gummies,ChillZone,Consumables,25,1,25
2023-09-23,8,Hookah,Fumari Mini Hookah,Fumari,Devices,50,2,100
2023-04-27,11,CBD Gummies,ChillZone 500mg Gummies,ChillZone,Consumables,25,4,100
2023-07-22,7,Grinder,SharpStone 4-Piece,SharpStone,Accessories,20,1,20
2023-02-27,3,E-Liquid,Mango Burst,JuicyMist,Liquids,15,3,45
2023-08-28,7,Grinder,SharpStone 4-Piece,SharpStone,Accessories,20,3,60
2023-02-20,10,Coals,Three Kings Quicklight,Three Kings,Accessories,9,3,27
2023-08-13,11,CBD Gummies,ChillZone 500mg Gummies,ChillZone,Consumables,25,4,100
2023-02-12,12,Ashtray,SmokeMate Steel Ashtray,SmokeMate,Accessories,8,2,16
2023-04-18,2,Vape Pen,AirVibe Max,AirVibe,Devices,40,2,80
2023-01-24,7,Grinder,SharpStone 4-Piece,SharpStone,Accessories,20,1,20
2023-05-15,12,Ashtray,SmokeMate Steel Ashtray,SmokeMate,Accessories,8,3,24
2023-08-25,9,Coals,CocoNara Coals 1kg,CocoNara,Accessories,10,3,30
2023-11-24,5,Rolling Papers,RAW Classic 1 1/4,RAW,Accessories,5,2,10
2023-10-14,2,Vape Pen,AirVibe Max,AirVibe,Devices,40,2,80
2023-02-20,9,Coals,CocoNara Coals 1kg,CocoNara,Accessories,10,2,20
2023-12-29,7,Grinder,SharpStone 4-Piece,SharpStone,Accessories,20,5,100
2023-12-29,3,E-Liquid,Mango Burst,JuicyMist,Liquids,15,3,45
2023-12-02,8,Hookah,Fumari Mini Hookah,Fumari,Devices,50,2,100
2023-11-10,1,Vape Pen,Vapex Slim Pen,Vapex,Devices,35,3,105
2023-03-06,1,Vape Pen,Vapex Slim Pen,Vapex,Devices,35,4,140
2023-06-21,10,Coals,Three Kings Quicklight,Three Kings,Accessories,9,3,27
2023-02-14,12,Ashtray,SmokeMate Steel Ashtray,SmokeMate,Accessories,8,1,8
2023-10-31,11,CBD Gummies,ChillZone 500mg Gummies,ChillZone,Consumables,25,1,25
2023-07-26,6,Rolling Papers,Zig-Zag Ultra Thin,Zig-Zag,Accessories,4,7,28
2023-03-28,9,Coals,CocoNara Coals 1kg,CocoNara,Accessories,10,2,20
2023-10-02,5,Rolling Papers,RAW Classic 1 1/4,RAW,Accessories,5,4,20
2023-05-14,9,Coals,CocoNara Coals 1kg,CocoNara,Accessories,10,1,10
2023-09-23,10,Coals,Three Kings Quicklight,Three Kings,Accessories,9,1,9
2023-12-30,6,Rolling Papers,Zig-Zag Ultra Thin,Zig-Zag,Accessories,4,2,8
2023-07-29,7,Grinder,SharpStone 4-Piece,SharpStone,Accessories,20,1,20
2023-09-24,6,Rolling Papers,Zig-Zag Ultra Thin,Zig-Zag,Accessories,4,1,4
2023-08-15,8,Hookah,Fumari Mini Hookah,Fumari,Devices,50,1,50
2023-01-11,1,Vape Pen,Vapex Slim Pen,Vapex,Devices,35,1,35
2023-11-28,3,E-Liquid,Mango Burst,JuicyMist,Liquids,15,1,15
2023-09-08,8,Hookah,Fumari Mini Hookah,Fumari,Devices,50,2,100
2023-02-10,11,CBD Gummies,ChillZone 500mg Gummies,ChillZone,Consumables,25,3,75
2023-02-26,4,E-Liquid,Mint Ice,CoolCloud,Liquids,18,2,36
2023-06-03,9,Coals,CocoNara Coals 1kg,CocoNara,Accessories,10,8,80
2023-05-24,5,Rolling Papers,RAW Classic 1 1/4,RAW,Accessories,5,1,5
2023-02-28,3,E-Liquid,Mango Burst,JuicyMist,Liquids,15,1,15
2023-10-24,8,Hookah,Fumari Mini Hookah,Fumari,Devices,50,5,250
2023-09-24,5,Rolling Papers,RAW Classic 1 1/4,RAW,Accessories,5,2,10
2023-09-30,2,Vape Pen,AirVibe Max,AirVibe,Devices,40,1,40
2023-06-05,2,Vape Pen,AirVibe Max,AirVibe,Devices,40,2,80
2023-10-11,4,E-Liquid,Mint Ice,CoolCloud,Liquids,18,2,36
2023-10-30,3,E-Liquid,Mango Burst,JuicyMist,Liquids,15,3,45
2023-12-14,6,Rolling Papers,Zig-Zag Ultra Thin,Zig-Zag,Accessories,4,3,12
2023-08-17,9,Coals,CocoNara Coals 1kg,CocoNara,Accessories,10,1,10
2023-03-13,1,Vape Pen,Vapex Slim Pen,Vapex,Devices,35,1,35
2023-09-18,1,Vape Pen,Vapex Slim Pen,Vapex,Devices,35,4,140
2023-12-03,9,Coals,CocoNara Coals 1kg,CocoNara,Accessories,10,3,30
2023-01-22,8,Hookah,Fumari Mini Hookah,Fumari,Devices,50,2,100
2023-04-01,1,Vape Pen,Vapex Slim Pen,Vapex,Devices,35,3,105
2023-07-05,10,Coals,Three Kings Quicklight,Three Kings,Accessories,9,3,27
2023-11-22,6,Rolling Papers,Zig-Zag Ultra Thin,Zig-Zag,Accessories,4,1,4
2023-03-07,9,Coals,CocoNara Coals 1kg,CocoNara,Accessories,10,3,30
2023-03-29,6,Rolling Papers,Zig-Zag Ultra Thin,Zig-Zag,Accessories,4,1,4
2023-10-04,9,Coals,CocoNara Coals 1kg,CocoNara,Accessories,10,1,10
2023-10-12,8,Hookah,Fumari Mini Hookah,Fumari,Devices,50,3,150
2023-09-23,3,E-Liquid,Mango Burst,JuicyMist,Liquids,15,1,15
2023-05-17,3,E-Liquid,Mango Burst,JuicyMist,Liquids,15,2,30
2023-03-24,2,Vape Pen,AirVibe Max,AirVibe,Devices,40,3,120
2023-10-01,2,Vape Pen,AirVibe Max,AirVibe,Devices,40,4,160
2023-01-21,9,Coals,CocoNara Coals 1kg,CocoNara,Accessories,10,1,10
2023-12-22,2,Vape Pen,AirVibe Max,AirVibe,Devices,40,3,120
2023-05-10,4,E-Liquid,Mint Ice,CoolCloud,Liquids,18,1,18
2023-12-10,11,CBD Gummies,ChillZone 500mg Gummies,ChillZone,Consumables,25,1,25
2023-03-03,5,Rolling Papers,RAW Classic 1 1/4,RAW,Accessories,5,1,5
2023-02-11,3,E-Liquid,Mango Burst,JuicyMist,Liquids,15,3,45
2023-03-06,9,Coals,CocoNara Coals 1kg,CocoNara,Accessories,10,2,20
2023-04-04,5,Rolling Papers,RAW Classic 1 1/4,RAW,Accessories,5,1,5
2023-02-25,10,Coals,Three Kings Quicklight,Three Kings,Accessories,9,2,18
2023-11-17,3,E-Liquid,Mango Burst,JuicyMist,Liquids,15,2,30
2023-10-03,2,Vape Pen,AirVibe Max,AirVibe,Devices,40,4,160
2023-07-16,2,Vape Pen,AirVibe Max,AirVibe,Devices,40,3,120
2023-01-28,6,Rolling Papers,Zig-Zag Ultra Thin,Zig-Zag,Accessories,4,5,20
2023-01-18,10,Coals,Three Kings Quicklight,Three Kings,Accessories,9,2,18
2023-01-28,3,E-Liquid,Mango Burst,JuicyMist,Liquids,15,4,60
2023-08-17,8,Hookah,Fumari Mini Hookah,Fumari,Devices,50,3,150
2023-03-25,5,Rolling Papers,RAW Classic 1 1/4,RAW,Accessories,5,5,25
2023-02-01,4,E-Liquid,Mint Ice,CoolCloud,Liquids,18,1,18
2023-10-04,4,E-Liquid,Mint Ice,CoolCloud,Liquids,18,1,18
2023-10-15,6,Rolling Papers,Zig-Zag Ultra Thin,Zig-Zag,Accessories,4,2,8
2023-10-28,2,Vape Pen,AirVibe Max,AirVibe,Devices,40,2,80
2023-12-08,1,Vape Pen,Vapex Slim Pen,Vapex,Devices,35,1,35
2023-03-16,6,Rolling Papers,Zig-Zag Ultra Thin,Zig-Zag,Accessories,4,3,12
2023-03-08,5,Rolling Papers,RAW Classic 1 1/4,RAW,Accessories,5,6,30
2023-06-30,9,Coals,CocoNara Coals 1kg,CocoNara,Accessories,10,5,50
2023-12-09,2,Vape Pen,AirVibe Max,AirVibe,Devices,40,1,40
2023-06-23,11,CBD Gummies,ChillZone 500mg Gummies,ChillZone,Consumables,25,2,50
2023-10-12,4,E-Liquid,Mint Ice,CoolCloud,Liquids,18,1,18
2023-02-03,3,E-Liquid,Mango Burst,JuicyMist,Liquids,15,3,45
2023-05-07,2,Vape Pen,AirVibe Max,AirVibe,Devices,40,1,40
2023-12-05,9,Coals,CocoNara Coals 1kg,CocoNara,Accessories,10,4,40
2023-08-24,6,Rolling Papers,Zig-Zag Ultra Thin,Zig-Zag,Accessories,4,2,8
2023-04-25,12,Ashtray,SmokeMate Steel Ashtray,SmokeMate,Accessories,8,3,24
2023-02-04,5,Rolling Papers,RAW Classic 1 1/4,RAW,Accessories,5,1,5
2023-05-11,4,E-Liquid,Mint Ice,CoolCloud,Liquids,18,2,36
2023-04-09,11,CBD Gummies,ChillZone 500mg Gummies,ChillZone,Consumables,25,2,50
2023-05-21,11,CBD Gummies,ChillZone 500mg Gummies,ChillZone,Consumables,25,1,25
2023-10-26,4,E-Liquid,Mint Ice,CoolCloud,Liquids,18,4,72
2023-08-29,5,Rolling Papers,RAW Classic 1 1/4,RAW,Accessories,5,1,5
2023-05-05,2,Vape Pen,AirVibe Max,AirVibe,Devices,40,1,40
2023-08-03,8,Hookah,Fumari Mini Hookah,Fumari,Devices,50,1,50
2023-05-18,6,Rolling Papers,Zig-Zag Ultra Thin,Zig-Zag,Accessories,4,3,12
2023-05-06,4,E-Liquid,Mint Ice,CoolCloud,Liquids,18,2,36
2023-09-24,1,Vape Pen,Vapex Slim Pen,Vapex,Devices,35,1,35
2023-02-12,8,Hookah,Fumari Mini Hookah,Fumari,Devices,50,6,300
2023-02-11,10,Coals,Three Kings Quicklight,Three Kings,Accessories,9,2,18
2023-10-08,4,E-Liquid,Mint Ice,CoolCloud,Liquids,18,1,18
2023-10-23,5,Rolling Papers,RAW Classic 1 1/4,RAW,Accessories,5,1,5
2023-02-24,5,Rolling Papers,RAW Classic 1 1/4,RAW,Accessories,5,4,20
2023-06-02,11,CBD Gummies,ChillZone 500mg Gummies,ChillZone,Consumables,25,4,100
2023-01-31,3,E-Liquid,Mango Burst,JuicyMist,Liquids,15,2,30
2023-11-16,5,Rolling Papers,RAW Classic 1 1/4,RAW,Accessories,5,5,25
2023-05-09,11,CBD Gummies,ChillZone 500mg Gummies,ChillZone,Consumables,25,1,25
2023-12-03,11,CBD Gummies,ChillZone 500mg Gummies,ChillZone,Consumables,25,1,25
2023-07-29,9,Coals,CocoNara Coals 1kg,CocoNara,Accessories,10,4,40
2023-04-27,5,Rolling Papers,RAW Classic 1 1/4,RAW,Accessories,5,7,35
2023-12-21,11,CBD Gummies,ChillZone 500mg Gummies,ChillZone,Consumables,25,3,75
2023-02-26,4,E-Liquid,Mint Ice,CoolCloud,Liquids,18,2,36
2023-07-07,8,Hookah,Fumari Mini Hookah,Fumari,Devices,50,1,50
2023-01-18,12,Ashtray,SmokeMate Steel Ashtray,SmokeMate,Accessories,8,2,16
2023-06-17,8,Hookah,Fumari Mini Hookah,Fumari,Devices,50,1,50
2023-05-16,11,CBD Gummies,ChillZone 500mg Gummies,ChillZone,Consumables,25,1,25
2023-04-06,10,Coals,Three Kings Quicklight,Three Kings,Accessories,9,3,27
2023-09-01,12,Ashtray,SmokeMate Steel Ashtray,SmokeMate,Accessories,8,3,24
2023-12-25,7,Grinder,SharpStone 4-Piece,SharpStone,Accessories,20,6,120
2023-11-04,11,CBD Gummies,ChillZone 500mg Gummies,ChillZone,Consumables,25,3,75
2023-11-26,3,E-Liquid,Mango Burst,JuicyMist,Liquids,15,1,15
2023-12-31,3,E-Liquid,Mango Burst,JuicyMist,Liquids,15,4,60
2023-03-21,6,Rolling Papers,Zig-Zag Ultra Thin,Zig-Zag,Accessories,4,3,12
2023-11-02,1,Vape Pen,Vapex Slim Pen,Vapex,Devices,35,2,70
2023-09-19,3,E-Liquid,Mango Burst,JuicyMist,Liquids,15,7,105
2023-01-20,2,Vape Pen,AirVibe Max,AirVibe,Devices,40,1,40
2023-12-14,2,Vape Pen,AirVibe Max,AirVibe,Devices,40,1,40
2023-11-22,10,Coals,Three Kings Quicklight,Three Kings,Accessories,9,1,9
2023-11-12,10,Coals,Three Kings Quicklight,Three Kings,Accessories,9,2,18
2023-07-24,7,Grinder,SharpStone 4-Piece,SharpStone,Accessories,20,5,100
2023-11-22,7,Grinder,SharpStone 4-Piece,SharpStone,Accessories,20,1,20
2023-10-07,4,E-Liquid,Mint Ice,CoolCloud,Liquids,18,2,36
2023-08-08,11,CBD Gummies,ChillZone 500mg Gummies,ChillZone,Consumables,25,1,25
2023-01-17,11,CBD Gummies,ChillZone 500mg Gummies,ChillZone,Consumables,25,2,50
2023-03-26,6,Rolling Papers,Zig-Zag Ultra Thin,Zig-Zag,Accessories,4,1,4
2023-08-12,2,Vape Pen,AirVibe Max,AirVibe,Devices,40,1,40
2023-09-24,1,Vape Pen,Vapex Slim Pen,Vapex,Devices,35,1,35
2023-03-31,8,Hookah,Fumari Mini Hookah,Fumari,Devices,50,4,200
2023-07-06,9,Coals,CocoNara Coals 1kg,CocoNara,Accessories,10,1,10
2023-07-27,12,Ashtray,SmokeMate Steel Ashtray,SmokeMate,Accessories,8,2,16
2023-08-29,7,Grinder,SharpStone 4-Piece,SharpStone,Accessories,20,3,60
2023-03-24,5,Rolling Papers,RAW Classic 1 1/4,RAW,Accessories,5,1,5
2023-09-13,3,E-Liquid,Mango Burst,JuicyMist,Liquids,15,2,30
2023-08-07,7,Grinder,SharpStone 4-Piece,SharpStone,Accessories,20,3,60
2023-03-30,9,Coals,CocoNara Coals 1kg,CocoNara,Accessories,10,4,40
2023-07-27,12,Ashtray,SmokeMate Steel Ashtray,SmokeMate,Accessories,8,3,24
2023-11-13,8,Hookah,Fumari Mini Hookah,Fumari,Devices,50,5,250
2023-05-14,3,E-Liquid,Mango Burst,JuicyMist,Liquids,15,1,15
2023-06-21,9,Coals,CocoNara Coals 1kg,CocoNara,Accessories,10,2,20
2023-06-30,12,Ashtray,SmokeMate Steel Ashtray,SmokeMate,Accessories,8,2,16
2023-08-27,11,CBD Gummies,ChillZone 500mg Gummies,ChillZone,Consumables,25,2,50
2023-12-14,10,Coals,Three Kings Quicklight,Three Kings,Accessories,9,3,27
2023-01-01,1,Vape Pen,Vapex Slim Pen,Vapex,Devices,35,2,70
2023-12-29,5,Rolling Papers,RAW Classic 1 1/4,RAW,Accessories,5,2,10
2023-03-04,3,E-Liquid,Mango Burst,JuicyMist,Liquids,15,5,75
